histidine-AccQ; Formula; C16H15N5O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Tgt RT;2.54; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; RT tolerance;0.2; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; m/z tolerance;15; ppm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Abundance metric; EicCoreArea; (20.0 % threshold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;; Ion Abundance;;;;;;;;;;;;;;;;;; Corrected Abundance Percentages;;;;;;;;;;;;;;;;;; Summary Statistics;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;%; %; % Fractional;;;;;;;;;;;;;;;;;;;;
tyrosine-AccQ;;22;086_A64.d;5.297;5987541;1614361;389593;0;0;0;0;0;0;0;0;60368;17940;0;0;0;0;0;0;0;8069802;92.17;4.59;2.03;0;0;0;0;0;0;0;0;1.01;0.2;0;0;0;0;0;0;0;100;92.17;7.83;1.17;;;;;;;;;;;;;;
tyrosine-AccQ;;22;087_A65.d;5.301;3118451;836635;141108;25576;8826;0;0;0;0;0;0;50392;15920;0;0;0;0;0;0;0;4196907;92.72;4.51;0.36;0.25;0.17;0;0;0;0;0;0;1.63;0.36;0;0;0;0;0;0;0;100;92.72;7.28;1.52;;;;;;;;;;;;;;
tyrosine-AccQ;;22;088_A66.d;5.3;7488539;1922678;348044;60176;16810;0;0;2129;0;0;0;55922;15726;0;0;0;0;0;0;0;9910023;94.53;3.49;0.72;0.2;0.12;0;0;0.03;0;0;0;0.77;0.14;0;0;0;0;0;0;0;100;94.53;5.47;0.86;;;;;;;;;;;;;;
tyrosine-AccQ;;22;089_A67.d;5.301;5905593;1572645;265993;44723;7506;0;0;0;0;0;0;47606;16089;0;0;5898;0;0;0;0;7866053;93.88;4.38;0.38;0.2;0.03;0;0;0;0;0;0;0.82;0.2;0;0;0.11;0;0;0;0;100;93.88;6.12;1;;;;;;;;;;;;;;
tyrosine-AccQ;;22;090_A68.d;5.303;6807741;1664926;359071;70916;11975;0;0;0;5552;7331;0;67360;15305;0;0;0;0;0;0;0;9010178;94.47;2.31;1.56;0.3;0.03;0;0;0;0.07;0.09;0;1.03;0.13;0;0;0;0;0;0;0;100;94.47;5.53;1.09;;;;;;;;;;;;;;
tyrosine-AccQ;;22;091_A69.d;5.301;10320180;2479068;485172;85163;20126;0;9245;0;0;6761;0;52358;10278;0;0;0;0;0;0;0;13468353;95.92;1.93;1.12;0.2;0.09;0;0.09;0;0;0.06;0;0.54;0.05;0;0;0;0;0;0;0;100;95.92;4.08;0.67;;;;;;;;;;;;;;
tyrosine-AccQ;;22;092_A70.d;5.299;6576444;1658399;309864;53946;13052;0;0;0;0;0;0;60440;19971;0;0;0;0;0;0;0;8692114;94.61;3.05;0.87;0.2;0.09;0;0;0;0;0;0;0.94;0.22;0;0;0;0;0;0;0;100;94.61;5.39;0.99;;;;;;;;;;;;;;
tyrosine-AccQ;;22;093_QC_7.d;5.299;19549540;4190628;753150;123027;20790;9453;8502;14436;0;0;0;47128;15474;0;0;8004;0;0;0;0;24740137;98.59;0;0.73;0.15;0.03;0.03;0.03;0.07;0;0;0;0.26;0.06;0;0;0.05;0;0;0;0;100;98.59;1.41;0.38;;;;;;;;;;;;;;
tyrosine-AccQ;;22;094_A71.d;5.302;3246022;918973;184935;34419;7328;0;11292;0;9403;0;0;52642;18990;0;0;0;0;0;0;0;4484003;90.18;5.72;1.14;0.27;0.08;0;0.32;0;0.27;0;0;1.58;0.42;0;0;0;0;0;0;0;100;90.18;9.82;1.88;;;;;;;;;;;;;;
tyrosine-AccQ;;22;095_A72.d;5.307;2652697;720273;126159;24359;8885;0;0;0;0;0;0;57925;15768;0;0;0;0;0;0;0;3606068;91.67;4.76;0.5;0.3;0.2;0;0;0;0;0;0;2.19;0.38;0;0;0;0;0;0;0;100;91.67;8.33;1.9;;;;;;;;;;;;;;
tyrosine-AccQ;;22;096_A73.d;5.31;4227110;1173946;211272;39286;0;8268;0;16636;0;0;0;58841;19156;0;0;0;0;0;0;0;5754514;91.55;5.32;0.61;0.26;0;0.17;0;0.38;0;0;0;1.39;0.32;0;0;0;0;0;0;0;100;91.55;8.45;1.57;;;;;;;;;;;;;;
tyrosine-AccQ;;22;097_A74.d;5.313;2067115;590064;103031;19530;0;0;0;0;0;7745;0;60884;17008;0;0;0;0;0;0;0;2865379;89.62;5.92;0.44;0.28;0;0;0;0;0;0.35;0;2.88;0.52;0;0;0;0;0;0;0;100;89.62;10.38;2.56;;;;;;;;;;;;;;
tyrosine-AccQ;;22;098_A75.d;5.304;3209764;860891;158415;30047;9730;0;0;0;0;0;0;55446;0;0;0;0;0;0;0;0;4324292;92.55;4.49;0.75;0.28;0.17;0;0;0;0;0;0;1.77;0;0;0;0;0;0;0;0;100;92.55;7.45;1.42;;;;;;;;;;;;;;
tyrosine-AccQ;;22;099_A76.d;5.304;2945120;820345;151219;27009;8992;0;9288;0;12170;7766;0;61785;18624;0;0;9108;0;0;0;0;4071427;89.93;5.3;0.71;0.23;0.17;0;0.29;0;0.38;0.19;0;2.05;0.42;0;0;0.32;0;0;0;0;100;89.93;10.07;2.48;;;;;;;;;;;;;;
tyrosine-AccQ;;22;100_A77.d;5.309;4786480;1316714;217514;35057;11892;0;0;0;0;0;0;58525;23190;0;0;16202;0;0;0;0;6465574;92.35;5.13;0.24;0.17;0.15;0;0;0;0;0;0;1.22;0.37;0;0;0.36;0;0;0;0;100;92.35;7.65;1.58;;;;;;;;;;;;;;
tyrosine-AccQ;;22;101_A78.d;5.306;4144512;1173489;192369;36221;9527;0;8979;0;0;0;0;56271;15189;0;0;0;0;0;0;0;5636558;91.78;5.85;0.17;0.3;0.11;0;0.2;0;0;0;0;1.36;0.23;0;0;0;0;0;0;0;100;91.78;8.22;1.4;;;;;;;;;;;;;;
tyrosine-AccQ;;22;102_A79.d;5.303;5859853;1545960;259864;48426;9794;0;7756;0;0;0;0;44143;0;0;0;0;0;0;0;0;7775796;94.23;4.16;0.37;0.28;0.06;0;0.13;0;0;0;0;0.79;0;0;0;0;0;0;0;0;100;94.23;5.77;0.81;;;;;;;;;;;;;;
tyrosine-AccQ;;22;103_A80.d;5.309;4469151;1235361;197352;40046;11021;0;0;10228;0;6663;0;49018;19364;0;0;0;0;0;0;0;6038202;92.39;5.26;0.09;0.35;0.12;0;0;0.22;0;0.14;0;1.09;0.33;0;0;0;0;0;0;0;100;92.39;7.61;1.36;;;;;;;;;;;;;;
tyrosine-AccQ;;22;104_QC_8.d;5.306;19991960;4163917;764791;117993;21209;12809;0;10307;0;0;0;36659;19931;0;11532;0;1878;0;0;0;25152987;98.68;0;0.71;0.12;0.04;0.05;0;0.05;0;0;0;0.19;0.09;0;0.06;0;0.01;0;0;0;100;98.68;1.32;0.36;;;;;;;;;;;;;;
tyrosine-AccQ;;22;105_A81.d;5.302;15126280;3292064;644765;94862;14914;12627;6750;12003;0;0;0;53544;15044;0;0;8620;0;0;0;0;19281470;98.09;0;1.13;0.07;0.02;0.07;0.03;0.07;0;0;0;0.38;0.07;0;0;0.06;0;0;0;0;100;98.09;1.91;0.51;;;;;;;;;;;;;;
tyrosine-AccQ;;22;106_A82.d;5.302;33002960;6895437;1253416;172880;25028;14790;7122;13700;6424;8196;0;69081;22679;0;0;0;0;6925;0;0;41498633;98.82;0;0.68;0.06;0.02;0.04;0.01;0.04;0.01;0.02;0;0.22;0.05;0;0;0;0;0.02;0;0;100;98.82;1.18;0.31;;;;;;;;;;;;;;
tyrosine-AccQ;;22;107_A83.d;5.301;22326940;4632438;861451;128076;12253;11632;0;0;0;0;0;60027;18148;0;0;0;0;0;0;0;28050969;98.77;0;0.74;0.09;0;0.05;0;0;0;0;0;0.29;0.06;0;0;0;0;0;0;0;100;98.77;1.23;0.31;;;;;;;;;;;;;;
tyrosine-AccQ;;22;108_A84.d;5.311;19946620;4225025;808480;114450;27892;13141;0;5315;0;8304;0;67679;20318;0;0;0;0;0;0;0;25237221;98.39;0;0.93;0.05;0.08;0.05;0;0.03;0;0.04;0;0.36;0.07;0;0;0;0;0;0;0;100;98.39;1.61;0.42;;;;;;;;;;;;;;
tyrosine-AccQ;;22;109_A85.d;5.304;11853720;2703882;550822;90547;18453;0;0;0;0;0;0;53134;20662;0;0;0;0;0;0;0;15291218;97.1;0.76;1.33;0.14;0.06;0;0;0;0;0;0;0.47;0.14;0;0;0;0;0;0;0;100;97.1;2.9;0.57;;;;;;;;;;;;;;
tyrosine-AccQ;;22;110_A86.d;5.303;55683750;12353930;1983697;258787;44282;17967;12227;19886;0;6886;0;60232;21521;0;0;10472;0;0;0;0;70473639;99.1;0.17;0.4;0.05;0.03;0.02;0.02;0.03;0;0.01;0;0.12;0.03;0;0;0.02;0;0;0;0;100;99.1;0.9;0.2;;;;;;;;;;;;;;
tyrosine-AccQ;;22;111_A87.d;5.3;64239580;14646220;2282858;313755;57199;26570;18390;0;6499;0;0;72048;18190;0;0;0;0;0;0;0;81681303;98.64;0.79;0.26;0.08;0.04;0.03;0.02;0;0.01;0;0;0.12;0.02;0;0;0;0;0;0;0;100;98.64;1.36;0.19;;;;;;;;;;;;;;
tyrosine-AccQ;;22;112_A88.d;5.305;36822080;7880156;1393474;196678;39411;15802;10491;0;0;7352;0;56466;15404;0;0;0;0;0;0;0;46437315;98.95;0;0.66;0.07;0.05;0.03;0.02;0;0;0.02;0;0.17;0.03;0;0;0;0;0;0;0;100;98.95;1.05;0.23;;;;;;;;;;;;;;
tyrosine-AccQ;;22;113_A89.d;5.302;38510800;8217815;1489987;216021;37777;19303;9883;13384;0;0;0;68308;20118;0;0;0;0;0;0;0;48603396;98.82;0;0.75;0.08;0.03;0.04;0.02;0.03;0;0;0;0.19;0.04;0;0;0;0;0;0;0;100;98.82;1.18;0.26;;;;;;;;;;;;;;
tyrosine-AccQ;;22;114_A90.d;5.298;44869740;9583519;1758703;225610;42255;20512;9615;12737;0;8082;0;70321;20745;0;0;7189;0;0;0;0;56629031;98.83;0;0.8;0.01;0.04;0.03;0.01;0.03;0;0.02;0;0.17;0.03;0;0;0.02;0;0;0;0;100;98.83;1.17;0.26;;;;;;;;;;;;;;
tyrosine-AccQ;;22;115_QC_8.d;5.307;20218680;4249342;831360;122301;23507;7331;0;0;9293;0;0;57944;11557;0;0;0;0;0;0;0;25531316;98.47;0;0.99;0.07;0.05;0.02;0;0;0.05;0;0;0.31;0.03;0;0;0;0;0;0;0;100;98.47;1.53;0.35;;;;;;;;;;;;;;
tyrosine-AccQ;;22;116_A91.d;5.308;5434667;1503040;265472;47429;13884;0;0;0;0;6942;0;55300;19529;0;0;8838;0;0;0;0;7355101;92.26;5.26;0.53;0.24;0.13;0;0;0;0;0.12;0;1.02;0.26;0;0;0.17;0;0;0;0;100;92.26;7.74;1.35;;;;;;;;;;;;;;
tyrosine-AccQ;;22;117_A92.d;5.303;3461368;972012;169977;31104;10152;0;9525;0;0;0;0;47853;14942;0;0;0;0;0;0;0;4716933;91.56;5.61;0.47;0.26;0.16;0;0.26;0;0;0;0;1.38;0.3;0;0;0;0;0;0;0;100;91.56;8.44;1.49;;;;;;;;;;;;;;
tyrosine-AccQ;;22;118_A93.d;5.304;8629431;2083917;388082;57777;15440;15955;10134;16708;0;0;0;48694;19465;0;0;0;0;0;0;0;11285601;95.7;2.05;0.89;0.09;0.09;0.16;0.08;0.18;0;0;0;0.58;0.18;0;0;0;0;0;0;0;100;95.7;4.3;0.82;;;;;;;;;;;;;;
tyrosine-AccQ;;22;119_A94.d;5.304;6170688;1576430;303869;45624;12622;0;0;0;0;10926;0;57149;14571;0;0;0;0;0;0;0;8191878;94.16;3.35;1.01;0.09;0.11;0;0;0;0;0.17;0;0.95;0.15;0;0;0;0;0;0;0;100;94.16;5.84;1.05;;;;;;;;;;;;;;
tyrosine-AccQ;;22;120_A95.d;5.304;9002109;2164663;383308;66636;14881;0;0;18803;0;0;0;55253;18380;0;0;0;0;0;0;0;11724033;96.08;1.97;0.68;0.2;0.07;0;0;0.21;0;0;0;0.64;0.15;0;0;0;0;0;0;0;100;96.08;3.92;0.77;;;;;;;;;;;;;;
tyrosine-AccQ;;22;121_A96.d;5.305;10148890;2399190;465643;67994;14996;0;12620;0;0;0;0;49624;21989;0;0;0;0;0;0;0;13180949;96.4;1.57;1.1;0.06;0.07;0;0.12;0;0;0;0;0.5;0.18;0;0;0;0;0;0;0;100;96.4;3.6;0.67;;;;;;;;;;;;;;
tyrosine-AccQ;;22;122_A97.d;5.302;10770180;2537304;468552;76268;14066;8498;0;9397;0;0;0;50966;16560;0;0;0;0;0;0;0;13951791;96.67;1.5;0.88;0.15;0.04;0.06;0;0.09;0;0;0;0.5;0.11;0;0;0;0;0;0;0;100;96.67;3.33;0.61;;;;;;;;;;;;;;
tyrosine-AccQ;;22;123_A98.d;5.302;9538446;2349866;429673;72182;10768;0;0;10825;0;0;0;39933;17214;0;0;0;0;0;0;0;12468907;95.78;2.53;0.8;0.18;0.02;0;0;0.11;0;0;0;0.43;0.15;0;0;0;0;0;0;0;100;95.78;4.22;0.63;;;;;;;;;;;;;;
tyrosine-AccQ;;22;124_A99.d;5.304;8802496;2153585;397677;72422;11464;0;8898;10670;0;7611;0;64098;19269;0;0;6730;0;0;0;0;11554920;95.31;2.35;0.84;0.24;0.02;0;0.09;0.11;0;0.08;0;0.76;0.15;0;0;0.04;0;0;0;0;100;95.31;4.69;0.93;;;;;;;;;;;;;;
tyrosine-AccQ;;22;125_A100.d;5.314;5928158;1557535;263967;38789;9710;0;0;5844;0;4615;504;42318;12134;0;0;0;0;0;0;0;7863572;94.31;4.06;0.41;0.1;0.08;0;0;0.1;0;0.07;0;0.72;0.14;0;0;0;0;0;0;0;100;94.31;5.69;0.87;;;;;;;;;;;;;;
tyrosine-AccQ;;22;126_QC_9.d;5.305;20334530;4221692;776081;123642;18698;13980;8068;14174;0;7168;0;60180;0;0;0;5677;0;0;0;0;25583887;98.61;0;0.7;0.14;0.02;0.06;0.03;0.07;0;0.03;0;0.32;0;0;0;0.03;0;0;0;0;100;98.61;1.39;0.38;;;;;;;;;;;;;;
tyrosine-AccQ;;22;127_A101.d;5.314;2283659;596138;103249;22064;3715;0;0;0;0;0;0;43004;10929;0;0;0;0;0;0;0;3062759;93.03;3.84;0.49;0.39;0.03;0;0;0;0;0;0;1.92;0.3;0;0;0;0;0;0;0;100;93.03;6.97;1.62;;;;;;;;;;;;;;
tyrosine-AccQ;;22;128_A102.d;5.309;2443327;641728;109740;22456;0;0;0;0;0;8517;0;0;0;0;0;0;0;0;0;0;3225769;94.79;4.07;0.45;0.34;0;0;0;0;0;0.36;0;0;0;0;0;0;0;0;0;0;100;94.79;5.21;0.48;;;;;;;;;;;;;;
tyrosine-AccQ;;22;129_A103.d;5.304;2324625;617044;113724;17183;8172;0;7738;0;0;0;0;56731;16854;0;0;0;0;0;0;0;3162070;91.31;4.17;0.75;0.1;0.24;0;0.31;0;0;0;0;2.59;0.52;0;0;0;0;0;0;0;100;91.31;8.69;2.29;;;;;;;;;;;;;;
tyrosine-AccQ;;22;130_A104.d;5.309;2738812;761085;142858;22826;8249;0;0;0;0;0;0;48495;15136;0;0;0;0;0;0;0;3737460;91.39;5.33;0.81;0.14;0.18;0;0;0;0;0;0;1.76;0.38;0;0;0;0;0;0;0;100;91.39;8.61;1.69;;;;;;;;;;;;;;
tyrosine-AccQ;;22;131_A105.d;5.311;3103739;848891;142763;27610;7311;0;6124;0;0;0;0;0;0;0;14043;0;0;0;0;0;4150479;93.53;5.05;0.33;0.31;0.11;0;0.19;0;0;0;0;0;0;0;0.49;0;0;0;0;0;100;93.53;6.47;0.79;;;;;;;;;;;;;;
tyrosine-AccQ;;22;132_A106.d;5.317;5101270;1400492;220209;39610;597;0;7958;0;0;0;0;53978;11962;0;0;0;3057;0;0;0;6839134;93.15;5.13;0.04;0.25;0;0;0.15;0;0;0;0;1.09;0.13;0;0;0;0.07;0;0;0;100;93.15;6.85;1.13;;;;;;;;;;;;;;
tyrosine-AccQ;;22;133_A107.d;5.314;3306814;962858;167955;31675;8621;0;7947;0;0;0;0;0;13992;0;0;0;0;0;0;0;4499862;91.89;6.6;0.42;0.3;0.12;0;0.23;0;0;0;0;0;0.44;0;0;0;0;0;0;0;100;91.89;8.11;0.81;;;;;;;;;;;;;;
tyrosine-AccQ;;22;134_A108.d;5.313;3310062;916115;153900;30649;6309;0;0;0;6267;0;0;53182;17272;0;0;0;0;0;0;0;4493756;91.88;5.26;0.3;0.34;0.06;0;0;0;0.19;0;0;1.61;0.37;0;0;0;0;0;0;0;100;91.88;8.12;1.61;;;;;;;;;;;;;;
tyrosine-AccQ;;22;135_A109.d;5.314;2572307;760267;133267;24147;0;0;0;0;0;0;0;58376;15663;0;0;0;0;0;0;0;3564027;89.84;6.85;0.43;0.25;0;0;0;0;0;0;0;2.25;0.39;0;0;0;0;0;0;0;100;89.84;10.16;1.99;;;;;;;;;;;;;;
tyrosine-AccQ;;22;136_QC_10.d;5.313;20906110;4390906;811334;111295;25845;13237;0;12211;7989;0;0;52604;17575;0;9692;0;0;0;0;0;26358794;98.6;0;0.76;0.05;0.07;0.05;0;0.06;0.03;0;0;0.27;0.06;0;0.05;0;0;0;0;0;100;98.6;1.4;0.38;;;;;;;;;;;;;;
tyrosine-AccQ;;22;137_A110.d;5.318;2281311;646207;114700;28598;0;0;7827;0;0;0;0;59441;16907;0;0;10410;0;0;0;0;3165400;89.43;5.7;0.51;0.54;0;0;0.32;0;0;0;0;2.55;0.48;0;0;0.47;0;0;0;0;100;89.43;10.57;2.69;;;;;;;;;;;;;;
tyrosine-AccQ;;22;138_A111.d;5.312;21577340;4479146;838859;130457;23342;12530;0;10047;7535;0;0;56562;17447;0;0;0;0;0;0;0;27153268;98.61;0;0.77;0.12;0.04;0.04;0;0.05;0.03;0;0;0.28;0.06;0;0;0;0;0;0;0;100;98.61;1.39;0.35;;;;;;;;;;;;;;
tyrosine-AccQ;;22;139_A112.d;5.304;18223630;3989345;752344;109120;23557;19009;8907;12271;7867;0;0;84787;10555;0;7167;0;0;0;0;0;23248557;98.1;0;1;0.06;0.06;0.09;0.03;0.06;0.03;0;0;0.51;0.01;0;0.04;0;0;0;0;0;100;98.1;1.9;0.53;;;;;;;;;;;;;;
tyrosine-AccQ;;22;140_A113.d;5.313;17240350;3699680;726579;103340;17780;0;0;8278;0;0;0;50691;17995;0;0;0;0;0;0;0;21864695;98.38;0;1.09;0.05;0.03;0;0;0.05;0;0;0;0.31;0.08;0;0;0;0;0;0;0;100;98.38;1.62;0.38;;;;;;;;;;;;;;
tyrosine-AccQ;;22;141_A114.d;5.309;42143960;8909067;1608524;222705;36306;18197;12282;0;0;0;0;61648;14812;0;5205;0;0;0;0;0;53032707;98.97;0;0.7;0.06;0.03;0.03;0.02;0;0;0;0;0.16;0.02;0;0.01;0;0;0;0;0;100;98.96;1.04;0.22;;;;;;;;;;;;;;
tyrosine-AccQ;;22;142_A115.d;5.312;28047650;5871857;1017881;140015;28948;14353;7074;0;0;0;0;67483;17528;0;0;0;0;0;0;0;35212785;99.02;0;0.51;0.06;0.05;0.04;0.02;0;0;0;0;0.26;0.04;0;0;0;0;0;0;0;100;99.02;0.98;0.27;;;;;;;;;;;;;;
tyrosine-AccQ;;22;143_A116.d;5.308;48159660;10077970;1853739;239956;49247;15985;3125;12876;0;0;0;70049;14463;0;0;8644;0;0;0;0;60505711;98.95;0;0.73;0.02;0.05;0.02;0;0.03;0;0;0;0.16;0.02;0;0;0.02;0;0;0;0;100;98.95;1.05;0.23;;;;;;;;;;;;;;
tyrosine-AccQ;;22;144_A117.d;5.299;48659630;10330830;1817230;258534;46276;17921;11048;16698;0;0;0;71360;21028;0;0;0;0;0;0;0;61250553;99.01;0;0.61;0.08;0.04;0.02;0.02;0.03;0;0;0;0.16;0.03;0;0;0;0;0;0;0;100;99.01;0.99;0.22;;;;;;;;;;;;;;
tyrosine-AccQ;;22;145_A118.d;5.307;12047780;2749760;507476;73955;19861;5619;0;6227;0;0;0;44438;15341;0;0;0;0;0;0;0;15470452;97.58;0.79;0.9;0.07;0.1;0.02;0;0.05;0;0;0;0.39;0.1;0;0;0;0;0;0;0;100;97.58;2.42;0.48;;;;;;;;;;;;;;
tyrosine-AccQ;;22;146_QC_11.d;5.306;21384970;4524306;840994;129652;21014;12325;8357;0;0;0;0;61285;18319;0;0;11573;0;0;0;0;27012797;98.54;0;0.81;0.11;0.03;0.05;0.03;0;0;0;0;0.31;0.06;0;0;0.06;0;0;0;0;100;98.54;1.46;0.4;;;;;;;;;;;;;;
tyrosine-AccQ;;22;147_A119.d;5.308;31633110;6559897;1155283;165117;28680;14287;12074;7288;7411;0;0;61830;10267;0;0;0;0;0;0;0;39655241;99.02;0;0.53;0.08;0.03;0.03;0.03;0.02;0.02;0;0;0.22;0.01;0;0;0;0;0;0;0;100;99.02;0.98;0.24;;;;;;;;;;;;;;
tyrosine-AccQ;;22;148_A120.d;5.306;30005440;6189851;1133449;171327;26179;7908;7631;12722;0;0;0;65606;18480;0;0;0;3526;0;0;0;37642116;98.84;0;0.66;0.11;0.02;0.02;0.02;0.04;0;0;0;0.24;0.04;0;0;0;0.01;0;0;0;100;98.84;1.16;0.29;;;;;;;;;;;;;;
tyrosine-AccQ;Summary Statistics; %labeled;;%fraction;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tyrosine-AccQ;Sample Groups; Mean; Std.Dev.; Mean; Std.Dev.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ; Formula; C15H17N3O3S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ; Tgt RT;5.84; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ; RT tolerance;0.2; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ; m/z tolerance;15; ppm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ; Abundance metric; EicCoreArea; (20.0 % threshold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;;;; Ion Abundance;;;;;;;;;;;;;;;;; Corrected Abundance Percentages;;;;;;;;;;;;;;;;; Summary Statistics;;;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;;;;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;Abund;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;Abund;%; %; % Fractional;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;SampleGroups; Cpd. Group; File Name; RT;320.10634;321.10969;322.11305;323.1164;324.11976;325.12311;326.12647;327.12982;328.13318;329.13653;330.13989;331.14324;332.1466;333.14995;334.15331;335.15666;Sum;320.10634;321.10969;322.11305;323.1164;324.11976;325.12311;326.12647;327.12982;328.13318;329.13653;330.13989;331.14324;332.1466;333.14995;334.15331;335.15666;Sum; Unlabeled; Labeled; Labeling;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;004_blank_50% MeOH.d;5.638;0;1833;5568;0;0;0;0;0;0;0;0;0;2265;0;0;0;9666;0;18.14;54.93;0;0;0;0;0;0;0;0;0;26.92;0;0;0;100;0;100;30.07;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;007_QC_2 uL.d;5.53;3333621;826338;220779;46917;27824;18302;12309;0;11628;0;0;0;0;0;0;0;4497718;92.62;5.78;0;0;0.61;0.41;0.26;0;0.33;0;0;0;0;0;0;0;100;92.62;7.38;0.96;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;013_1 uM std mix.d;5.525;4686776;1094717;195558;32513;7545;0;0;0;0;0;0;0;0;0;0;0;6017108;95.79;4.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;95.79;4.21;0.28;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;014_10 uM std mix.d;5.51;28139480;5372207;922465;138555;29638;12066;6217;0;0;0;12244;0;0;13292;0;0;34646169;99.79;0.06;0;0;0;0.03;0.02;0;0;0;0.05;0;0;0.05;0;0;100;99.79;0.21;0.1;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;015_100 uM std mix.d;5.504;74733420;14353810;2655173;182630;71408;19901;15500;16908;0;0;0;0;0;0;11706;0;92060462;99.73;0.2;0;0;0;0.02;0.02;0.02;0;0;0;0;0;0;0.02;0;100;99.73;0.27;0.05;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;018_A1.d;5.52;4664622;1105498;245900;43324;12674;0;0;16358;18605;0;0;0;0;0;0;0;6106981;94.56;4.65;0;0;0.1;0;0;0.32;0.36;0;0;0;0;0;0;0;100;94.56;5.44;0.68;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;019_A2.d;5.516;3637214;867406;184576;51718;11651;13251;0;19283;11435;0;0;0;0;0;0;0;4796534;93.97;4.75;0;0.1;0.12;0.31;0;0.49;0.26;0;0;0;0;0;0;0;100;93.97;6.03;0.84;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;020_A3.d;5.522;3962031;921925;201218;43765;18070;0;0;20074;9315;0;0;0;0;0;10293;0;5186691;94.52;4.23;0;0;0.28;0;0;0.5;0.18;0;0;0;0;0;0.28;0;100;94.52;5.48;0.95;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;021_A4.d;5.526;3332004;831704;166580;41036;16219;0;0;0;16035;18477;0;0;0;0;0;0;4422054;93.05;5.71;0;0;0.29;0;0;0;0.44;0.51;0;0;0;0;0;0;100;93.05;6.95;1;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;022_A5.d;5.518;3347591;808170;176721;33934;10800;12487;0;0;10816;0;0;0;0;0;0;0;4400519;94.17;5.05;0;0;0.13;0.32;0;0;0.32;0;0;0;0;0;0;0;100;94.17;5.83;0.65;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;023_A6.d;5.529;5000574;1161100;270247;57846;129674;46453;0;14465;12824;0;0;0;0;0;0;0;6693182;92.56;4.15;0;0;2.31;0.53;0;0.22;0.22;0;0;0;0;0;0;0;100;92.56;7.44;1.29;;;;;;;;;;;;;;;;;;;;;;
